group,value
variant,0.00
variant,10787.00
variant,0.00
variant,23650.00
variant,0.00
variant,0.00
variant,28659.00
variant,2525.00
variant,0.00
variant,4110.00
variant,127777.00
variant,0.00
variant,6156.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,166936.00
variant,61.00
variant,0.00
variant,174.00
variant,0.00
variant,0.00
variant,3082.00
variant,0.00
variant,3100.00
variant,688.00
variant,0.00
variant,0.00
variant,3520.00
variant,58.00
variant,754.00
variant,51647.00
variant,22203.00
variant,6712.00
variant,7010.00
variant,0.00
variant,0.00
variant,12984.00
variant,3264.00
variant,0.00
variant,129.00
variant,0.00
variant,1661.00
variant,92.00
variant,0.00
variant,2070.00
variant,3600.00
variant,0.00
variant,8.00
variant,0.00
variant,17325.00
variant,8.00
variant,229.00
variant,0.00
variant,0.00
variant,7319.00
variant,10815.00
variant,0.00
variant,0.00
variant,0.00
variant,13922.00
variant,2976.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,47.00
variant,338.00
variant,0.00
variant,5.00
variant,0.00
variant,6.00
variant,5999.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2131.00
variant,0.00
variant,0.00
variant,12550.00
variant,18543.00
variant,0.00
variant,37.00
variant,0.00
variant,1992.00
variant,35223.00
variant,19353.00
variant,1575.00
variant,393.00
variant,0.00
variant,24805.00
variant,861.00
variant,7570.00
variant,1136.00
variant,0.00
variant,11443.00
variant,0.00
variant,0.00
variant,10966.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,39549.00
variant,2385.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,134.00
variant,0.00
variant,20203.00
variant,23.00
variant,0.00
variant,4899.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3180.00
variant,4492.00
variant,0.00
variant,0.00
variant,5661.00
variant,16802.00
variant,25011.00
variant,5.00
variant,1917.00
variant,0.00
variant,0.00
variant,0.00
variant,3.00
variant,0.00
variant,15108.00
variant,16004.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,11281.00
variant,4055.00
variant,36.00
variant,1568.00
variant,0.00
variant,0.00
variant,273.00
variant,15226.00
variant,54.00
variant,4023.00
variant,11.00
variant,13974.00
variant,0.00
variant,0.00
variant,6166.00
variant,6596.00
variant,0.00
variant,1838.00
variant,6107.00
variant,0.00
variant,0.00
variant,15573.00
variant,0.00
variant,1422.00
variant,16409.00
variant,0.00
variant,0.00
variant,0.00
variant,14647.00
variant,0.00
variant,0.00
variant,100.00
variant,370.00
variant,0.00
variant,541.00
variant,636.00
variant,42734.00
variant,19.00
variant,0.00
variant,31109.00
variant,1644.00
variant,7556.00
variant,0.00
variant,0.00
variant,4830.00
variant,7903.00
variant,12505.00
variant,6536.00
variant,760.00
variant,0.00
variant,6518.00
variant,6240.00
variant,85210.00
variant,18511.00
variant,5003.00
variant,5313.00
variant,0.00
variant,0.00
variant,0.00
variant,6043.00
variant,0.00
variant,0.00
variant,18916.00
variant,1951.00
variant,0.00
variant,0.00
variant,14.00
variant,3419.00
variant,0.00
variant,21.00
variant,0.00
variant,1004.00
variant,5168.00
variant,0.00
variant,468.00
variant,228.00
variant,0.00
variant,11.00
variant,0.00
variant,0.00
variant,0.00
variant,8190.00
variant,2305.00
variant,0.00
variant,0.00
variant,0.00
variant,42145.00
variant,134.00
variant,0.00
variant,8.00
variant,0.00
variant,11847.00
variant,9826.00
variant,74.00
variant,1014.00
variant,0.00
variant,10190.00
variant,3289.00
variant,0.00
variant,2561.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,25.00
variant,517.00
variant,1745.00
variant,0.00
variant,0.00
variant,0.00
variant,5386.00
variant,5045.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,10.00
variant,46804.00
variant,181.00
variant,0.00
variant,55.00
variant,7389.00
variant,0.00
variant,137.00
variant,0.00
variant,0.00
variant,2725.00
variant,1665.00
variant,12.00
variant,392.00
variant,0.00
variant,638.00
variant,63452.00
variant,23121.00
variant,16740.00
variant,358.00
variant,15474.00
variant,0.00
variant,0.00
variant,28.00
variant,0.00
variant,9.00
variant,3378.00
variant,1969.00
variant,260906.00
variant,0.00
variant,6412.00
variant,203733.00
variant,10336.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1695.00
variant,0.00
variant,0.00
variant,5510.00
variant,0.00
variant,15870.00
variant,401.00
variant,634.00
variant,278.00
variant,0.00
variant,1821.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8074.00
variant,0.00
variant,20146.00
variant,1103.00
variant,469.00
variant,88.00
variant,0.00
variant,0.00
variant,66857.00
variant,4885.00
variant,9825.00
variant,0.00
variant,0.00
variant,3727.00
variant,0.00
variant,0.00
variant,0.00
variant,5835.00
variant,240.00
variant,0.00
variant,40906.00
variant,193038.00
variant,3.00
variant,6939.00
variant,0.00
variant,51.00
variant,21370.00
variant,3620.00
variant,0.00
variant,0.00
variant,3.00
variant,3631.00
variant,4147.00
variant,8395.00
variant,4489.00
variant,5.00
variant,77.00
variant,0.00
variant,0.00
variant,19283.00
variant,0.00
variant,0.00
variant,4.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,16862.00
variant,0.00
variant,0.00
variant,0.00
variant,890.00
variant,0.00
variant,0.00
variant,16789.00
variant,4148.00
variant,0.00
variant,0.00
variant,0.00
variant,15062.00
variant,0.00
variant,973.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,529.00
variant,6.00
variant,537.00
variant,0.00
variant,0.00
variant,0.00
variant,4743.00
variant,0.00
variant,218.00
variant,0.00
variant,0.00
variant,36269.00
variant,0.00
variant,1053.00
variant,348.00
variant,0.00
variant,75220.00
variant,3600.00
variant,24076.00
variant,0.00
variant,0.00
variant,6567.00
variant,0.00
variant,0.00
variant,0.00
variant,4099.00
variant,1261.00
variant,0.00
variant,5497.00
variant,474.00
variant,0.00
variant,1805.00
variant,0.00
variant,24539.00
variant,3216.00
variant,8442.00
variant,39937.00
variant,0.00
variant,0.00
variant,21741.00
variant,1097.00
variant,2127.00
variant,12019.00
variant,3359.00
variant,6975.00
variant,0.00
variant,16.00
variant,10271.00
variant,130.00
variant,0.00
variant,0.00
variant,0.00
variant,1225.00
variant,0.00
variant,5552.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,14370.00
variant,4589.00
variant,770.00
variant,10903.00
variant,36316.00
variant,1300.00
variant,932.00
variant,0.00
variant,0.00
variant,0.00
variant,44587.00
variant,1890.00
variant,0.00
variant,19205.00
variant,10203.00
variant,0.00
variant,0.00
variant,10792.00
variant,5056.00
variant,4640.00
variant,3762.00
variant,38.00
variant,11.00
variant,0.00
variant,0.00
variant,780.00
variant,679.00
variant,6574.00
variant,0.00
variant,7.00
variant,4823.00
variant,0.00
variant,70.00
variant,0.00
variant,162.00
variant,5.00
variant,0.00
variant,2687.00
variant,0.00
variant,0.00
variant,3461.00
variant,27927.00
variant,35099.00
variant,734.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6290.00
variant,0.00
variant,0.00
variant,1804.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,118.00
variant,219060.00
variant,0.00
variant,0.00
variant,0.00
variant,3950.00
variant,29947.00
variant,0.00
variant,1580.00
variant,9.00
variant,0.00
variant,35424.00
variant,0.00
variant,4812.00
variant,0.00
variant,0.00
variant,457.00
variant,15.00
variant,0.00
variant,0.00
variant,16777.00
variant,0.00
variant,93983.00
variant,0.00
variant,2998.00
variant,1053.00
variant,0.00
variant,0.00
variant,0.00
variant,1717.00
variant,0.00
variant,33.00
variant,0.00
variant,1714.00
variant,63265.00
variant,0.00
variant,0.00
variant,781.00
variant,0.00
variant,31131.00
variant,18107.00
variant,4731.00
variant,0.00
variant,1724.00
variant,13574.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,219013.00
variant,0.00
variant,10275.00
variant,0.00
variant,10057.00
variant,0.00
variant,1747.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,171760.00
variant,0.00
variant,0.00
variant,1300.00
variant,0.00
variant,0.00
variant,1649.00
variant,0.00
variant,60729.00
variant,0.00
variant,0.00
variant,0.00
variant,5.00
variant,0.00
variant,0.00
variant,8906.00
variant,5920.00
variant,1381.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8591.00
variant,1562.00
variant,0.00
variant,12115.00
variant,0.00
variant,0.00
variant,1911.00
variant,0.00
variant,0.00
variant,11757.00
variant,4907.00
variant,0.00
variant,10.00
variant,0.00
variant,0.00
variant,112245.00
variant,55643.00
variant,787.00
variant,39390.00
variant,2962.00
variant,0.00
variant,40.00
variant,21960.00
variant,2076.00
variant,0.00
variant,0.00
variant,7125.00
variant,760.00
variant,0.00
variant,5.00
variant,0.00
variant,0.00
variant,16892.00
variant,0.00
variant,0.00
variant,7003.00
variant,85365.00
variant,13316.00
variant,0.00
variant,4931.00
variant,0.00
variant,6.00
variant,0.00
variant,73.00
variant,0.00
variant,45025.00
variant,5945.00
variant,110.00
variant,3434.00
variant,0.00
variant,57890.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,519.00
variant,1379.00
variant,0.00
variant,0.00
variant,9310.00
variant,2973.00
variant,9882.00
variant,20554.00
variant,0.00
variant,16774.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3129.00
variant,0.00
variant,19.00
variant,201.00
variant,0.00
variant,0.00
variant,4809.00
variant,15.00
variant,107371.00
variant,10176.00
variant,0.00
variant,0.00
variant,9831.00
variant,16147.00
variant,56.00
variant,6887.00
variant,6408.00
variant,29261.00
variant,34599.00
variant,1819.00
variant,90.00
variant,8700.00
variant,0.00
variant,182.00
variant,3792.00
variant,13261.00
variant,372.00
variant,0.00
variant,14187.00
variant,0.00
variant,2479.00
variant,0.00
variant,17365.00
variant,0.00
variant,0.00
variant,12536.00
variant,1475.00
variant,12329.00
variant,0.00
variant,0.00
variant,68215.00
variant,0.00
variant,0.00
variant,24715.00
variant,0.00
variant,60.00
variant,27516.00
variant,1631.00
variant,3.00
variant,0.00
variant,0.00
variant,0.00
variant,2427.00
variant,0.00
variant,0.00
variant,20967.00
variant,0.00
variant,1584.00
variant,0.00
variant,491226.00
variant,27.00
variant,0.00
variant,0.00
variant,1054.00
variant,4803.00
variant,18582.00
variant,14.00
variant,346.00
variant,6.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,15526.00
variant,26.00
variant,0.00
variant,32528.00
variant,13.00
variant,1305.00
variant,0.00
variant,3580.00
variant,18521.00
variant,0.00
variant,20451.00
variant,81.00
variant,196.00
variant,245.00
variant,3279.00
variant,0.00
variant,39640.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8102.00
variant,728.00
variant,17609.00
variant,1620.00
variant,0.00
variant,3326.00
variant,0.00
variant,569.00
variant,0.00
variant,0.00
variant,34494.00
variant,0.00
variant,0.00
variant,2067.00
variant,12147.00
variant,790.00
variant,0.00
variant,0.00
variant,43540.00
variant,0.00
variant,0.00
variant,4792.00
variant,4398.00
variant,4114.00
variant,24.00
variant,0.00
variant,0.00
variant,6788.00
variant,226343.00
variant,1093.00
variant,159.00
variant,27344.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3839.00
variant,0.00
variant,0.00
variant,27515.00
variant,0.00
variant,0.00
variant,920.00
variant,924.00
variant,13537.00
variant,3257.00
variant,0.00
variant,1724.00
variant,2081.00
variant,3.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,203.00
variant,148296.00
variant,0.00
variant,0.00
variant,3087.00
variant,0.00
variant,9654.00
variant,0.00
variant,0.00
variant,0.00
variant,6818.00
variant,0.00
variant,0.00
variant,9.00
variant,0.00
variant,0.00
variant,14926.00
variant,618.00
variant,0.00
variant,10255.00
variant,0.00
variant,0.00
variant,3241.00
variant,0.00
variant,0.00
variant,0.00
variant,68.00
variant,16501.00
variant,168872.00
variant,10377.00
variant,0.00
variant,496.00
variant,0.00
variant,52736.00
variant,0.00
variant,10937.00
variant,0.00
variant,0.00
variant,0.00
variant,17063.00
variant,10673.00
variant,0.00
variant,0.00
variant,120.00
variant,60.00
variant,0.00
variant,0.00
variant,604.00
variant,4773.00
variant,0.00
variant,0.00
variant,204.00
variant,4294.00
variant,0.00
variant,0.00
variant,40412.00
variant,78546.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,18781.00
variant,0.00
variant,0.00
variant,28496.00
variant,0.00
variant,0.00
variant,5025.00
variant,9230.00
variant,0.00
variant,2833.00
variant,0.00
variant,1652.00
variant,3065.00
variant,0.00
variant,1851.00
variant,302834.00
variant,13205.00
variant,11571.00
variant,0.00
variant,0.00
variant,1471.00
variant,6237.00
variant,0.00
variant,0.00
variant,12921.00
variant,51006.00
variant,0.00
variant,0.00
variant,50148.00
variant,83320.00
variant,4787.00
variant,0.00
variant,3743.00
variant,3.00
variant,0.00
variant,0.00
variant,12267.00
variant,2716.00
variant,0.00
variant,0.00
variant,5085.00
variant,13808.00
variant,1677.00
variant,0.00
variant,558.00
variant,751.00
variant,461.00
variant,0.00
variant,5113.00
variant,0.00
variant,436.00
variant,6650.00
variant,0.00
variant,1621.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,9384.00
variant,784.00
variant,0.00
variant,9514.00
variant,30.00
variant,6759.00
variant,2140.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,207.00
variant,3584.00
variant,15.00
variant,0.00
variant,27.00
variant,0.00
variant,32564.00
variant,1049.00
variant,0.00
variant,0.00
variant,12021.00
variant,0.00
variant,0.00
variant,0.00
variant,17097.00
variant,48.00
variant,5785.00
variant,35.00
variant,0.00
variant,0.00
variant,20618.00
variant,4917.00
variant,3477.00
variant,8543.00
variant,0.00
variant,3923.00
variant,5505.00
variant,0.00
variant,0.00
variant,0.00
variant,9185.00
variant,0.00
variant,820.00
variant,38.00
variant,0.00
variant,0.00
variant,0.00
variant,23789.00
variant,4179.00
variant,0.00
variant,672.00
variant,4290.00
variant,65314.00
variant,3493.00
variant,0.00
variant,2091.00
variant,0.00
variant,14.00
variant,404.00
variant,0.00
variant,7876.00
variant,318.00
variant,0.00
variant,0.00
variant,368966.00
variant,43793.00
variant,1608.00
variant,1081.00
variant,0.00
variant,3322.00
variant,0.00
variant,36209.00
variant,0.00
variant,32.00
variant,5460.00
variant,25.00
variant,0.00
variant,67.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5725.00
